SVM	0	-0.000559193143413	0.0204697428344	0.0330358601408	0.00965069360141	0.0351246429712
SVM	1	0.0289143078452	0.0120234622375	0.0140825385854	0.0469829991149	0.00761919673956
SVM	2	0.0217413932488	0.0181378197201	-0.00703157289541	0.033554129918	0.0314241620186
SVM	3	0.0103511099758	0.048794115628	0.00975493643674	0.0104879995901	0.0251357109285
SVM	4	0.0112390772432	0.0179541105422	0.00217788992949	0.0341635745021	0.020589903245
SVM	5	0.0281975478884	0.0267522051258	0.00722093259618	0.027124172144	0.0317267468128
SVM	6	0.00774294707165	0.00864077921274	0.0301170455123	0.0204342632983	0.0472295147275
SVM	7	0.00410826418175	0.0398608805676	0.0227941476418	0.0454949322834	0.0331721999106
SVM	8	0.0172265175868	0.0406628942589	0.0126616386715	0.0532809463916	0.0309311368488
SVM	9	0.0422416072603	0.0631939446116	0.0331177983306	0.0182784027534	0.037451063022
SVM	10	0.0641654729348	0.0196104878755	0.0427772979498	0.0463339864015	0.0360906499978
SVM	11	0.0201774399645	0.0137672692554	0.0427386658427	0.0420241247223	0.0521838885697
SVM	12	0.00692031541814	0.053622713581	0.048003092657	0.0235639512171	0.0599370460588
SVM	13	0.0488842482562	0.0550536902381	0.0469574767453	0.040065141575	0.0421792297517
SVM	14	0.0417622785686	0.083224245945	0.0702074472498	0.0183602975356	0.0284263578425
SVM	15	0.0430719073469	0.0456568889278	0.0590662170242	0.0510355209538	0.0660884375536
SVM	16	0.0547502515267	0.0654016580159	0.0646416020048	0.058382656761	0.0638316668931
SVM	17	0.0617135416305	0.0574448464586	0.0555369584796	0.0569515091659	0.0564626609095
SVM	18	0.0402366863439	0.0607940292958	0.0635727788289	0.0548408657049	0.0855212583272
SVM	19	0.0989633097932	0.0753283045902	0.0765123128197	0.0667442070806	0.0655950792107
SVM	20	0.0723166664722	0.0687178314735	0.0713319947769	0.0873312149502	0.0692203318376
SVM	21	0.0960076304458	0.0597799334139	0.0605756401461	0.0714433461402	0.10600203375
