K562_short	0	0.645801
K562_short	1	0.642359
K562_short	2	0.631671
K562_short	3	0.643277
K562_short	4	0.646086
K562_short	5	0.637762
K562_short	6	0.633386
K562_short	7	0.627433
K562_short	8	0.632831
K562_short	9	0.648751
K562_short	10	0.636242
K562_short	11	0.64387
K562_short	12	0.644445
K562_short	13	0.647094
K562_short	14	0.649975
K562_short	15	0.637721
K562_short	16	0.649566
K562_short	17	0.646023
K562_short	18	0.65238
K562_short	19	0.657715
K562_short	20	0.666269
K562_short	21	0.667275
K562_short	22	0.673348
K562_short	23	0.665884
K562_short	24	0.68768
K562_short	25	0.694537
K562_short	26	0.684886
K562_short	27	0.690703
K562_short	28	0.701664
K562_short	29	0.7144
K562_short	30	0.714901
K562_short	31	0.720582
K562_short	32	0.716747
K562_short	33	0.736916
K562_short	34	0.746947
K562_short	35	0.759535
K562_short	36	0.755576
K562_short	37	0.761276
K562_short	38	0.7687
K562_short	39	0.793413
K562_short	40	0.819663
K562_short	41	0.82489
K562_short	42	0.830606
K562_short	43	0.846666
K562_short	44	0.836005
K562_short	45	0.851894
K562_short	46	0.855384
K562_short	47	0.840257
K562_short	48	0.848323
K562_short	49	0.850555
K562_short	50	0.832393
K562_short	51	0.833663
K562_short	52	0.816541
K562_short	53	0.813471
K562_short	54	0.817189
K562_short	55	0.792802
K562_short	56	0.805983
K562_short	57	0.78275
K562_short	58	0.786677
K562_short	59	0.791964
K562_short	60	0.779286
K562_short	61	0.779608
K562_short	62	0.782831
K562_short	63	0.763791
K562_short	64	0.782223
K562_short	65	0.780661
K562_short	66	0.77915
K562_short	67	0.774406
K562_short	68	0.765188
K562_short	69	0.761372
K562_short	70	0.764074
K562_short	71	0.770117
K562_short	72	0.781521
K562_short	73	0.766838
K562_short	74	0.777408
K562_short	75	0.761041
K562_short	76	0.773133
K562_short	77	0.782031
K562_short	78	0.749194
K562_short	79	0.754943
K562_short	80	0.750812
K562_short	81	0.749521
K562_short	82	0.755004
K562_short	83	0.763474
K562_short	84	0.762272
K562_short	85	0.764226
K562_short	86	0.756098
K562_short	87	0.738941
K562_short	88	0.754104
K562_short	89	0.760471
K562_short	90	0.774195
K562_short	91	0.763027
K562_short	92	0.768397
K562_short	93	0.759226
K562_short	94	0.763351
K562_short	95	0.769585
K562_short	96	0.764722
K562_short	97	0.764241
K562_short	98	0.76899
K562_short	99	0.747612
K562_short	100	0.749148
K562_short	101	0.738285
K562_short	102	0.774375
K562_short	103	0.763509
K562_short	104	0.758232
K562_short	105	0.737313
K562_short	106	0.739596
K562_short	107	0.745753
K562_short	108	0.739102
K562_short	109	0.745252
K562_short	110	0.751951
K562_short	111	0.73496
K562_short	112	0.737275
K562_short	113	0.729457
K562_short	114	0.738467
K562_short	115	0.740181
K562_short	116	0.737913
K562_short	117	0.733116
K562_short	118	0.718247
K562_short	119	0.714883
K562_short	120	0.715077
K562_short	121	0.729298
K562_short	122	0.735536
K562_short	123	0.715447
K562_short	124	0.716736
K562_short	125	0.70611
K562_short	126	0.692422
K562_short	127	0.706051
K562_short	128	0.698791
K562_short	129	0.670541
K562_short	130	0.698519
K562_short	131	0.686887
K562_short	132	0.681704
K562_short	133	0.68165
K562_short	134	0.680233
K562_short	135	0.672782
K562_short	136	0.670475
K562_short	137	0.663063
K562_short	138	0.652873
K562_short	139	0.6587
K562_short	140	0.647708
K562_short	141	0.649711
K562_short	142	0.663785
K562_short	143	0.656997
K562_short	144	0.642487
K562_short	145	0.654892
K562_short	146	0.651353
K562_short	147	0.635127
K562_short	148	0.648052
K562_short	149	0.650604
K562_short	150	0.645576
K562_short	151	0.645107
K562_short	152	0.631185
K562_short	153	0.633273
K562_short	154	0.645163
K562_short	155	0.645933
K562_short	156	0.640897
K562_short	157	0.628942
K562_short	158	0.643577
K562_short	159	0.630404
K562	0	0.650531
K562	1	0.647056
K562	2	0.645732
K562	3	0.644441
K562	4	0.655959
K562	5	0.651889
